Vehicle_Type,Lane_Type,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Day,Month,Year,Hour,Minute
4,1,110,110,1,59,Not Fraud,15,6,2023,2,10
3,0,140,140,1,54,Not Fraud,30,6,2023,17,36
0,1,300,100,1,43,Fraud,19,7,2023,8,59
1,0,70,70,1,56,Not Fraud,3,8,2023,0,24
2,1,0,0,1,50,Not Fraud,22,8,2023,15,49
5,0,300,300,1,45,Not Fraud,6,9,2023,7,14
6,1,120,70,1,55,Fraud,25,9,2023,22,39
4,0,110,110,1,48,Not Fraud,11,10,2023,14,5
3,1,140,140,1,60,Not Fraud,30,10,2023,5,30
0,0,300,300,1,42,Not Fraud,14,11,2023,20,55
1,1,70,70,1,57,Not Fraud,3,12,2023,12,20
2,1,0,0,1,49,Not Fraud,18,12,2023,3,45
5,1,300,300,1,52,Not Fraud,4,1,2023,19,10
6,0,120,120,1,46,Not Fraud,21,1,2023,10,36
4,1,110,110,1,58,Not Fraud,9,2,2023,2,1
3,0,140,140,1,53,Not Fraud,24,2,2023,17,26
0,1,300,300,1,47,Not Fraud,15,3,2023,8,51
1,0,70,70,1,45,Not Fraud,30,3,2023,0,16
2,1,0,0,1,50,Not Fraud,18,4,2023,15,41
5,0,300,90,1,55,Fraud,3,5,2023,7,7
6,1,120,120,1,48,Not Fraud,22,5,2023,22,32
4,0,110,110,1,60,Not Fraud,7,6,2023,13,57
3,1,140,140,1,42,Not Fraud,26,6,2023,5,22
0,0,300,300,1,57,Not Fraud,11,7,2023,20,47
1,1,70,70,1,49,Not Fraud,31,7,2023,12,12
2,1,0,0,1,52,Not Fraud,15,8,2023,3,38
5,1,300,300,1,46,Not Fraud,3,9,2023,19,3
6,0,120,100,1,58,Fraud,18,9,2023,10,28
4,1,110,110,1,53,Not Fraud,8,10,2023,1,53
3,0,140,140,1,47,Not Fraud,23,10,2023,17,18
0,1,300,300,1,51,Not Fraud,11,11,2023,8,43
1,0,70,70,1,44,Not Fraud,27,11,2023,0,9
2,1,0,0,1,59,Not Fraud,16,12,2023,15,34
5,0,300,300,1,54,Not Fraud,31,12,2023,6,59
6,1,120,120,1,43,Not Fraud,17,1,2023,22,24
4,0,110,100,1,56,Fraud,2,2,2023,13,49
3,1,140,110,1,50,Fraud,21,2,2023,5,14
0,0,300,300,1,45,Not Fraud,8,3,2023,20,40
1,1,70,70,1,55,Not Fraud,28,3,2023,12,5
2,1,0,0,1,48,Not Fraud,12,4,2023,3,30
5,1,300,110,1,60,Fraud,1,5,2023,18,55
6,0,120,120,1,42,Not Fraud,17,5,2023,10,20
4,1,110,70,1,57,Fraud,5,6,2023,1,45
3,0,140,140,1,49,Not Fraud,20,6,2023,17,11
0,1,300,300,1,52,Not Fraud,9,7,2023,8,36
1,0,70,70,1,46,Not Fraud,24,7,2023,23,59
2,1,0,0,1,58,Not Fraud,13,8,2023,15,24
5,0,300,300,1,53,Not Fraud,28,8,2023,6,49
6,1,120,120,1,47,Not Fraud,16,9,2023,22,14
4,0,110,110,1,51,Not Fraud,2,10,2023,13,40
3,1,140,140,1,44,Not Fraud,21,10,2023,5,5
0,0,300,300,1,59,Not Fraud,5,11,2023,20,30
1,1,70,90,1,54,Fraud,25,11,2023,12,55
2,1,0,0,1,43,Not Fraud,10,12,2023,4,20
5,1,300,300,1,56,Not Fraud,25,12,2023,19,45
6,0,120,120,1,50,Not Fraud,11,1,2023,11,11
4,1,110,110,1,45,Not Fraud,26,1,2023,2,36
3,0,140,140,1,55,Not Fraud,14,2,2023,18,1
0,1,300,300,1,48,Not Fraud,1,3,2023,9,26
1,0,70,70,1,60,Not Fraud,19,3,2023,0,51
2,1,0,0,1,42,Not Fraud,3,4,2023,16,16
5,0,300,300,1,57,Not Fraud,22,4,2023,7,42
6,1,120,120,1,49,Not Fraud,7,5,2023,23,7
4,0,110,60,1,52,Fraud,26,5,2023,14,32
3,1,140,140,1,46,Not Fraud,10,6,2023,5,57
0,0,300,300,1,58,Not Fraud,29,6,2023,21,22
1,1,70,70,1,53,Not Fraud,15,7,2023,12,47
2,1,0,0,1,47,Not Fraud,3,8,2023,4,13
5,1,300,300,1,51,Not Fraud,18,8,2023,19,38
6,0,120,120,1,44,Not Fraud,6,9,2023,11,3
4,1,110,110,1,59,Not Fraud,21,9,2023,2,28
3,0,140,140,1,54,Not Fraud,10,10,2023,17,53
0,1,300,300,1,43,Not Fraud,25,10,2023,9,18
1,0,70,70,1,56,Not Fraud,13,11,2023,0,44
2,1,0,0,1,50,Not Fraud,28,11,2023,16,9
5,0,300,60,1,45,Fraud,17,12,2023,7,34
6,1,120,110,1,55,Fraud,2,1,2023,22,59
4,0,110,110,1,48,Not Fraud,20,1,2023,14,24
3,1,140,140,1,60,Not Fraud,4,2,2023,5,49
0,0,300,300,1,42,Not Fraud,23,2,2023,21,15
1,1,70,70,1,57,Not Fraud,10,3,2023,12,40
2,1,0,0,1,49,Not Fraud,25,3,2023,4,5
5,1,300,300,1,52,Not Fraud,12,4,2023,19,30
6,0,120,120,1,46,Not Fraud,28,4,2023,10,55
4,1,110,60,1,58,Fraud,17,5,2023,2,20
3,0,140,140,1,53,Not Fraud,1,6,2023,17,46
0,1,300,70,1,47,Fraud,20,6,2023,9,11
1,0,70,70,1,51,Not Fraud,5,7,2023,0,36
2,1,0,0,1,44,Not Fraud,24,7,2023,16,1
5,0,300,300,1,59,Not Fraud,8,8,2023,7,26
6,1,120,120,1,54,Not Fraud,27,8,2023,22,51
4,0,110,110,1,43,Not Fraud,12,9,2023,14,17
3,1,140,140,1,56,Not Fraud,1,10,2023,5,42
0,0,300,90,1,50,Fraud,16,10,2023,21,7
1,1,70,70,1,45,Not Fraud,5,11,2023,12,32
2,1,0,0,1,55,Not Fraud,20,11,2023,3,57
5,1,300,300,1,48,Not Fraud,9,12,2023,19,22
6,0,120,120,1,60,Not Fraud,25,12,2023,10,48
4,1,110,110,1,42,Not Fraud,10,1,2023,2,13
3,0,140,90,1,57,Fraud,27,1,2023,17,38
0,1,300,300,1,49,Not Fraud,12,2,2023,9,3
1,0,70,70,1,52,Not Fraud,3,3,2023,0,28
2,1,0,0,1,46,Not Fraud,18,3,2023,15,53
5,0,300,300,1,58,Not Fraud,6,4,2023,7,19
6,1,120,120,1,53,Not Fraud,21,4,2023,22,44
4,0,110,70,1,47,Fraud,11,5,2023,14,9
3,1,140,140,1,51,Not Fraud,26,5,2023,5,34
0,0,300,300,1,44,Not Fraud,14,6,2023,20,59
1,1,70,70,1,59,Not Fraud,30,6,2023,12,24
2,1,0,0,1,54,Not Fraud,19,7,2023,3,50
5,1,300,300,1,43,Not Fraud,3,8,2023,19,15
6,0,120,120,1,56,Not Fraud,22,8,2023,10,40
4,1,110,110,1,50,Not Fraud,6,9,2023,2,5
3,0,140,140,1,45,Not Fraud,25,9,2023,17,30
0,1,300,300,1,55,Not Fraud,10,10,2023,8,55
1,0,70,70,1,48,Not Fraud,29,10,2023,0,21
2,1,0,0,1,60,Not Fraud,13,11,2023,15,46
5,0,300,300,1,65,Not Fraud,2,12,2023,7,11
6,1,120,120,1,78,Not Fraud,17,12,2023,22,36
4,0,110,110,1,53,Not Fraud,5,1,2023,14,1
3,1,140,140,1,92,Not Fraud,20,1,2023,5,26
0,0,300,300,1,60,Not Fraud,8,2,2023,20,52
1,1,70,0,1,105,Fraud,24,2,2023,12,17
2,1,0,0,1,70,Not Fraud,15,3,2023,3,42
5,1,300,100,1,88,Fraud,30,3,2023,19,7
6,0,120,120,1,45,Not Fraud,18,4,2023,10,32
4,1,110,110,1,72,Not Fraud,3,5,2023,1,57
3,0,140,140,1,58,Not Fraud,22,5,2023,17,23
0,1,300,110,1,81,Fraud,6,6,2023,8,48
1,0,70,70,1,67,Not Fraud,25,6,2023,0,13
2,1,0,0,1,98,Not Fraud,10,7,2023,15,38
5,0,300,100,1,50,Fraud,29,7,2023,7,3
6,1,120,120,1,75,Not Fraud,13,8,2023,22,28
4,0,110,110,1,62,Not Fraud,1,9,2023,14,54
3,1,140,140,1,84,Not Fraud,16,9,2023,6,19
0,0,300,300,1,55,Not Fraud,5,10,2023,21,44
1,1,70,70,1,80,Not Fraud,21,10,2023,13,9
2,1,0,0,1,68,Not Fraud,9,11,2023,4,34
5,1,300,100,1,90,Fraud,24,11,2023,19,59
6,0,120,100,1,48,Fraud,14,12,2023,11,25
4,1,110,110,1,77,Not Fraud,29,12,2023,2,50
3,0,140,140,1,63,Not Fraud,15,1,2023,18,15
0,1,300,300,1,87,Not Fraud,30,1,2023,9,40
1,0,70,70,1,52,Not Fraud,18,2,2023,1,5
2,1,0,0,1,95,Not Fraud,5,3,2023,16,30
5,0,300,300,1,73,Not Fraud,20,3,2023,7,56
6,1,120,120,1,82,Not Fraud,8,4,2023,23,21
4,0,110,110,1,57,Not Fraud,24,4,2023,14,46
3,1,140,140,1,96,Not Fraud,13,5,2023,6,11
0,0,300,300,1,66,Not Fraud,28,5,2023,21,36
1,1,70,70,1,89,Not Fraud,16,6,2023,13,1
2,1,0,0,1,51,Not Fraud,1,7,2023,4,27
5,1,300,100,1,76,Fraud,20,7,2023,19,52
6,0,120,120,1,61,Not Fraud,4,8,2023,11,17
4,1,110,110,1,85,Not Fraud,23,8,2023,2,42
3,0,140,140,1,74,Not Fraud,7,9,2023,18,7
0,1,300,120,1,93,Fraud,26,9,2023,9,32
1,0,70,70,1,49,Not Fraud,11,10,2023,0,58
2,1,0,0,1,83,Not Fraud,30,10,2023,16,23
5,0,300,300,1,59,Not Fraud,14,11,2023,7,48
6,1,120,120,1,91,Not Fraud,3,12,2023,23,13
4,0,110,70,1,71,Fraud,19,12,2023,14,38
3,1,140,120,1,86,Fraud,5,1,2023,6,3
0,0,300,300,1,56,Not Fraud,22,1,2023,21,29
1,1,70,70,1,79,Not Fraud,7,2,2023,12,54
2,1,0,0,1,64,Not Fraud,26,2,2023,4,19
5,1,300,300,1,97,Not Fraud,13,3,2023,19,44
6,0,120,90,1,69,Fraud,29,3,2023,11,9
4,1,110,110,1,94,Not Fraud,17,4,2023,2,34
3,0,140,140,1,54,Not Fraud,2,5,2023,18,0
0,1,300,300,1,81,Not Fraud,22,5,2023,9,25
1,0,70,70,1,65,Not Fraud,6,6,2023,0,50
2,1,0,0,1,92,Not Fraud,25,6,2023,16,15
5,0,300,300,1,50,Not Fraud,11,7,2023,7,40
6,1,120,70,1,75,Fraud,30,7,2023,23,5
4,0,110,110,1,58,Not Fraud,15,8,2023,14,31
3,1,140,140,1,89,Not Fraud,3,9,2023,5,56
0,0,300,300,1,44,Not Fraud,18,9,2023,21,21
1,1,70,90,1,78,Fraud,8,10,2023,12,46
2,1,0,0,1,67,Not Fraud,23,10,2023,4,11
5,1,300,300,1,95,Not Fraud,11,11,2023,19,36
6,0,120,120,1,55,Not Fraud,27,11,2023,11,2
4,1,110,110,1,80,Not Fraud,16,12,2023,2,27
3,0,140,140,1,62,Not Fraud,31,12,2023,17,52
0,1,300,300,1,87,Not Fraud,17,1,2023,9,17
1,0,70,0,1,47,Fraud,1,2,2023,0,42
2,1,0,0,1,73,Not Fraud,20,2,2023,16,7
5,0,300,300,1,68,Not Fraud,7,3,2023,7,33
6,1,120,120,1,91,Not Fraud,22,3,2023,22,58
4,0,110,110,1,53,Not Fraud,10,4,2023,14,23
3,1,140,90,1,82,Fraud,25,4,2023,5,48
0,0,300,300,1,56,Not Fraud,14,5,2023,21,13
1,1,70,70,1,84,Not Fraud,30,5,2023,12,38
2,1,0,0,1,69,Not Fraud,18,6,2023,4,4
5,1,300,300,1,94,Not Fraud,3,7,2023,19,29
6,0,120,120,1,49,Not Fraud,22,7,2023,10,54
4,1,110,110,1,76,Not Fraud,6,8,2023,2,19
3,0,140,90,1,63,Fraud,25,8,2023,17,44
0,1,300,300,1,88,Not Fraud,9,9,2023,9,9
1,0,70,70,1,74,Not Fraud,28,9,2023,0,35
2,1,0,0,1,96,Not Fraud,13,10,2023,15,0
5,0,300,110,1,61,Fraud,1,11,2023,6,25
6,1,120,120,1,85,Not Fraud,16,11,2023,21,50
4,0,115,90,4,52,Fraud,6,12,2023,13,15
3,1,145,145,4,79,Not Fraud,21,12,2023,4,40
0,0,330,330,4,66,Not Fraud,7,1,2023,20,6
1,1,90,0,4,90,Fraud,24,1,2023,11,31
2,1,0,0,4,48,Not Fraud,8,2,2023,3,56
5,1,330,330,4,77,Not Fraud,27,2,2023,19,21
6,0,125,125,4,60,Not Fraud,15,3,2023,10,46
4,1,115,115,4,83,Not Fraud,30,3,2023,2,11
3,0,145,100,4,71,Fraud,18,4,2023,17,37
0,1,330,330,4,97,Not Fraud,3,5,2023,9,2
1,0,90,90,4,46,Not Fraud,22,5,2023,0,27
2,1,0,0,4,81,Not Fraud,6,6,2023,15,52
5,0,330,330,4,64,Not Fraud,25,6,2023,7,17
6,1,125,125,4,93,Not Fraud,10,7,2023,22,42
4,0,115,0,4,57,Fraud,30,7,2023,14,8
3,1,145,145,4,86,Not Fraud,14,8,2023,5,33
0,0,330,330,4,55,Not Fraud,2,9,2023,20,58
1,1,90,90,4,82,Not Fraud,17,9,2023,12,23
2,1,0,0,4,63,Not Fraud,6,10,2023,3,48
5,1,330,90,4,90,Fraud,21,10,2023,19,13
6,0,125,125,4,48,Not Fraud,9,11,2023,10,39
4,1,115,115,4,76,Not Fraud,24,11,2023,2,4
3,0,145,145,4,58,Not Fraud,13,12,2023,17,29
0,1,330,330,4,87,Not Fraud,28,12,2023,8,54
1,0,90,90,4,67,Not Fraud,14,1,2023,0,19
2,1,0,0,4,94,Not Fraud,29,1,2023,15,44
5,0,330,330,4,71,Not Fraud,17,2,2023,7,10
6,1,125,90,4,89,Fraud,4,3,2023,22,35
4,0,115,100,4,52,Fraud,20,3,2023,14,0
3,1,145,145,4,79,Not Fraud,8,4,2023,5,25
0,0,330,330,4,66,Not Fraud,23,4,2023,20,50
1,1,90,90,4,95,Not Fraud,13,5,2023,12,15
2,1,0,0,4,44,Not Fraud,28,5,2023,3,41
5,1,330,330,4,78,Not Fraud,16,6,2023,19,6
6,0,125,125,4,61,Not Fraud,1,7,2023,10,31
4,1,115,115,4,85,Not Fraud,20,7,2023,2,56
3,0,145,125,4,49,Fraud,4,8,2023,18,21
0,1,330,330,4,74,Not Fraud,23,8,2023,9,46
1,0,90,90,4,69,Not Fraud,7,9,2023,1,12
2,1,0,0,4,92,Not Fraud,26,9,2023,16,37
5,0,330,330,4,57,Not Fraud,11,10,2023,8,2
6,1,125,125,4,83,Not Fraud,30,10,2023,23,27
4,0,115,115,4,68,Not Fraud,15,11,2023,14,52
3,1,145,145,4,96,Not Fraud,4,12,2023,6,17
0,0,330,330,4,46,Not Fraud,19,12,2023,21,43
1,1,90,90,4,81,Not Fraud,5,1,2023,13,8
2,1,0,0,4,60,Not Fraud,22,1,2023,4,33
5,1,330,330,4,88,Not Fraud,6,2,2023,19,58
6,0,125,115,4,53,Fraud,25,2,2023,11,23
4,1,115,100,4,77,Fraud,12,3,2023,2,48
3,0,145,145,4,64,Not Fraud,27,3,2023,18,14
0,1,330,330,4,91,Not Fraud,15,4,2023,9,39
1,0,90,90,4,50,Not Fraud,30,4,2023,1,4
2,1,0,0,4,75,Not Fraud,19,5,2023,16,29
5,0,330,90,4,59,Fraud,3,6,2023,7,54
6,1,125,125,4,84,Not Fraud,22,6,2023,23,19
4,0,115,115,4,66,Not Fraud,8,7,2023,14,45
3,1,145,115,4,93,Fraud,27,7,2023,6,10
0,0,330,330,4,45,Not Fraud,11,8,2023,21,35
1,1,90,90,4,80,Not Fraud,31,8,2023,13,0
2,1,0,0,4,62,Not Fraud,15,9,2023,4,25
5,1,330,330,4,86,Not Fraud,4,10,2023,19,50
6,0,125,125,4,51,Not Fraud,20,10,2023,11,16
4,1,115,90,4,73,Fraud,8,11,2023,2,41
3,0,145,145,4,56,Not Fraud,23,11,2023,18,6
0,1,330,330,4,82,Not Fraud,13,12,2023,9,31
1,0,90,90,4,70,Not Fraud,28,12,2023,0,56
2,1,0,0,4,97,Not Fraud,13,1,2023,16,21
5,0,330,330,4,47,Not Fraud,28,1,2023,7,47
6,1,125,125,4,84,Not Fraud,16,2,2023,23,12
4,0,115,115,4,65,Not Fraud,4,3,2023,14,37
3,1,145,145,4,92,Not Fraud,19,3,2023,6,2
0,0,330,330,4,53,Not Fraud,7,4,2023,21,27
1,1,90,90,4,79,Not Fraud,23,4,2023,12,52
2,1,0,0,4,61,Not Fraud,12,5,2023,4,18
5,1,330,330,4,89,Not Fraud,27,5,2023,19,43
6,0,125,125,4,44,Not Fraud,15,6,2023,11,8
4,1,115,115,4,78,Not Fraud,30,6,2023,2,33
3,0,145,145,4,67,Not Fraud,19,7,2023,17,58
0,1,330,115,4,95,Fraud,3,8,2023,9,23
1,0,90,90,4,55,Not Fraud,22,8,2023,0,49
2,1,0,0,4,80,Not Fraud,6,9,2023,16,14
5,0,330,330,4,62,Not Fraud,25,9,2023,7,39
6,1,125,125,4,87,Not Fraud,10,10,2023,23,4
4,0,115,115,4,47,Not Fraud,30,10,2023,14,29
3,1,145,90,4,73,Fraud,14,11,2023,5,54
0,0,330,330,4,68,Not Fraud,3,12,2023,21,20
1,1,90,0,4,91,Fraud,19,12,2023,12,45
2,1,0,0,4,52,Not Fraud,4,1,2023,4,10
5,1,330,330,4,82,Not Fraud,21,1,2023,19,35
6,0,125,125,4,56,Not Fraud,6,2,2023,11,0
4,1,115,115,4,84,Not Fraud,25,2,2023,2,25
3,0,145,90,4,69,Fraud,12,3,2023,17,51
0,1,330,125,4,94,Fraud,27,3,2023,9,16
1,0,90,0,4,49,Fraud,15,4,2023,0,41
2,1,0,0,4,76,Not Fraud,30,4,2023,16,6
5,0,330,330,4,63,Not Fraud,19,5,2023,7,31
6,1,125,125,4,88,Not Fraud,3,6,2023,22,56
4,0,115,115,4,74,Not Fraud,22,6,2023,14,22
3,1,145,145,4,96,Not Fraud,7,7,2023,5,47
0,0,330,330,4,61,Not Fraud,26,7,2023,21,12
1,1,90,90,4,85,Not Fraud,10,8,2023,12,37
2,1,0,0,4,52,Not Fraud,29,8,2023,4,2
5,1,330,330,4,79,Not Fraud,13,9,2023,19,27
6,0,125,90,4,66,Fraud,2,10,2023,10,53
4,1,115,115,4,90,Not Fraud,17,10,2023,2,18
3,0,145,145,4,48,Not Fraud,5,11,2023,17,43
0,1,330,330,4,77,Not Fraud,21,11,2023,9,8
1,0,90,90,4,60,Not Fraud,10,12,2023,0,33
2,1,0,0,4,83,Not Fraud,25,12,2023,16,58
5,0,330,330,4,71,Not Fraud,12,1,2023,8,24
6,1,125,125,4,97,Not Fraud,27,1,2023,23,49
4,0,115,90,4,46,Fraud,15,2,2023,15,14
3,1,145,145,4,81,Not Fraud,2,3,2023,6,39
0,0,330,330,4,64,Not Fraud,17,3,2023,22,4
1,1,90,90,4,93,Not Fraud,5,4,2023,13,29
2,1,0,0,4,57,Not Fraud,20,4,2023,4,55
5,1,330,330,4,86,Not Fraud,9,5,2023,20,20
6,0,125,125,4,55,Not Fraud,25,5,2023,11,45
4,1,115,115,4,82,Not Fraud,13,6,2023,3,10
3,0,145,145,4,63,Not Fraud,28,6,2023,18,35
0,1,330,100,4,90,Fraud,17,7,2023,10,0
1,0,90,90,4,48,Not Fraud,1,8,2023,1,26
2,1,0,0,4,76,Not Fraud,20,8,2023,16,51
5,0,330,330,4,58,Not Fraud,4,9,2023,8,16
6,1,125,125,4,87,Not Fraud,23,9,2023,23,41
4,0,115,115,4,67,Not Fraud,9,10,2023,15,6
3,1,145,145,4,94,Not Fraud,28,10,2023,6,31
0,0,330,330,4,71,Not Fraud,12,11,2023,21,57
1,1,90,90,4,89,Not Fraud,1,12,2023,13,22
2,1,0,0,4,52,Not Fraud,16,12,2023,4,47
5,1,330,330,4,79,Not Fraud,2,1,2023,20,12
6,0,125,125,4,66,Not Fraud,21,1,2023,11,37
4,1,115,115,4,95,Not Fraud,5,2,2023,3,2
3,0,145,145,4,44,Not Fraud,24,2,2023,18,28
0,1,330,330,4,78,Not Fraud,11,3,2023,9,53
1,0,90,90,4,61,Not Fraud,26,3,2023,1,18
2,1,0,0,4,85,Not Fraud,14,4,2023,16,43
5,0,330,330,4,49,Not Fraud,29,4,2023,8,8
6,1,125,125,4,74,Not Fraud,18,5,2023,23,33
4,0,115,90,4,69,Fraud,3,6,2023,15,59
3,1,145,145,4,92,Not Fraud,22,6,2023,7,24
0,0,330,330,4,57,Not Fraud,7,7,2023,22,49
1,1,90,90,4,83,Not Fraud,27,7,2023,14,14
2,1,0,0,4,68,Not Fraud,11,8,2023,5,39
5,1,330,115,4,96,Fraud,30,8,2023,21,4
6,0,125,125,4,46,Not Fraud,15,9,2023,12,30
4,1,115,115,4,81,Not Fraud,4,10,2023,3,55
3,0,145,90,4,60,Fraud,19,10,2023,19,20
0,1,330,90,4,88,Fraud,7,11,2023,10,45
1,0,90,90,4,53,Not Fraud,22,11,2023,2,10
2,1,0,0,4,77,Not Fraud,11,12,2023,17,35
5,0,330,330,4,64,Not Fraud,26,12,2023,9,1
6,1,125,125,4,91,Not Fraud,12,1,2023,0,26
4,0,115,115,4,50,Not Fraud,27,1,2023,15,51
3,1,145,145,4,75,Not Fraud,11,2,2023,7,16
0,0,330,330,4,59,Not Fraud,2,3,2023,22,41
1,1,90,90,4,84,Not Fraud,18,3,2023,14,6
2,1,0,0,4,66,Not Fraud,6,4,2023,5,32
5,1,330,100,4,93,Fraud,21,4,2023,20,57
6,0,125,125,4,45,Not Fraud,11,5,2023,12,22
4,1,115,115,4,80,Not Fraud,26,5,2023,3,47
3,0,145,145,4,62,Not Fraud,14,6,2023,19,12
0,1,330,330,4,86,Not Fraud,30,6,2023,10,37
1,0,90,90,4,51,Not Fraud,19,7,2023,2,3
2,1,0,0,4,73,Not Fraud,3,8,2023,17,28
5,0,330,330,4,56,Not Fraud,22,8,2023,8,53
6,1,125,125,4,82,Not Fraud,6,9,2023,0,18
4,0,115,115,4,70,Not Fraud,25,9,2023,15,43
3,1,145,145,4,97,Not Fraud,10,10,2023,7,8
0,0,330,330,4,47,Not Fraud,29,10,2023,22,34
1,1,90,90,4,84,Not Fraud,14,11,2023,14,59
2,1,0,0,4,65,Not Fraud,3,12,2023,6,24
5,1,330,330,4,92,Not Fraud,18,12,2023,21,49
6,0,125,115,4,53,Fraud,5,1,2023,13,14
4,1,115,115,4,79,Not Fraud,20,1,2023,4,39
3,0,145,145,4,61,Not Fraud,8,2,2023,20,5
0,1,330,330,4,89,Not Fraud,23,2,2023,11,30
1,0,90,90,4,44,Not Fraud,14,3,2023,2,55
2,1,0,0,4,78,Not Fraud,29,3,2023,18,20
5,0,330,100,4,67,Fraud,17,4,2023,9,45
6,1,125,125,4,95,Not Fraud,2,5,2023,1,10
4,0,115,115,4,55,Not Fraud,21,5,2023,16,36
3,1,145,145,4,80,Not Fraud,5,6,2023,8,1
0,0,330,330,4,62,Not Fraud,24,6,2023,23,26
1,1,90,90,4,87,Not Fraud,10,7,2023,14,51
2,1,0,0,4,47,Not Fraud,29,7,2023,6,16
5,1,330,330,4,73,Not Fraud,13,8,2023,21,41
6,0,125,125,4,68,Not Fraud,1,9,2023,13,7
4,1,115,115,4,91,Not Fraud,16,9,2023,4,32
3,0,145,145,4,52,Not Fraud,5,10,2023,19,57
0,1,330,330,4,82,Not Fraud,21,10,2023,11,22
1,0,90,90,4,56,Not Fraud,9,11,2023,2,47
2,1,0,0,4,84,Not Fraud,24,11,2023,18,12
5,0,330,125,4,69,Fraud,14,12,2023,9,38
6,1,125,125,4,94,Not Fraud,29,12,2023,1,3
4,0,115,90,4,49,Fraud,15,1,2023,16,28
3,1,145,145,4,76,Not Fraud,30,1,2023,7,53
0,0,330,330,4,63,Not Fraud,18,2,2023,23,18
1,1,90,90,4,88,Not Fraud,6,3,2023,14,43
2,1,0,0,4,74,Not Fraud,21,3,2023,6,9
5,1,330,330,4,96,Not Fraud,9,4,2023,21,34
6,0,125,125,4,61,Not Fraud,25,4,2023,13,59
4,1,115,115,4,85,Not Fraud,14,5,2023,5,24
3,0,145,145,4,52,Not Fraud,29,5,2023,20,49
0,1,330,330,4,79,Not Fraud,17,6,2023,12,14
1,0,90,90,4,66,Not Fraud,2,7,2023,3,40
2,1,0,0,4,90,Not Fraud,21,7,2023,19,5
5,0,330,330,4,48,Not Fraud,5,8,2023,10,30
6,1,125,125,4,77,Not Fraud,24,8,2023,1,55
4,0,115,115,4,60,Not Fraud,8,9,2023,17,20
3,1,145,145,4,83,Not Fraud,27,9,2023,8,45
0,0,330,115,4,71,Fraud,12,10,2023,0,11
1,1,90,90,4,97,Not Fraud,31,10,2023,15,36
2,1,0,0,4,46,Not Fraud,15,11,2023,7,1
5,1,330,330,4,81,Not Fraud,4,12,2023,22,26
6,0,125,125,4,64,Not Fraud,20,12,2023,13,51
4,1,115,115,4,93,Not Fraud,5,1,2023,5,16
3,0,145,145,4,57,Not Fraud,22,1,2023,20,42
0,1,330,330,4,86,Not Fraud,7,2,2023,12,7
1,0,90,100,4,55,Fraud,26,2,2023,3,32
2,1,0,0,4,82,Not Fraud,13,3,2023,18,57
5,0,330,330,4,63,Not Fraud,28,3,2023,10,22
6,1,125,90,4,90,Fraud,16,4,2023,1,47
4,0,115,115,4,48,Not Fraud,1,5,2023,17,13
3,1,145,145,4,76,Not Fraud,20,5,2023,8,38
0,0,330,330,4,58,Not Fraud,4,6,2023,0,3
1,1,90,0,4,87,Fraud,23,6,2023,15,28
2,1,0,0,4,67,Not Fraud,8,7,2023,6,53
5,1,330,330,4,94,Not Fraud,27,7,2023,22,18
6,0,125,125,4,71,Not Fraud,12,8,2023,13,44
4,1,115,115,4,89,Not Fraud,31,8,2023,5,9
3,0,145,90,4,52,Fraud,15,9,2023,20,34
0,1,330,330,4,79,Not Fraud,4,10,2023,12,59
1,0,90,90,4,66,Not Fraud,19,10,2023,4,24
2,1,0,0,4,95,Not Fraud,7,11,2023,19,49
5,0,330,330,4,44,Not Fraud,23,11,2023,11,15
6,1,125,125,4,78,Not Fraud,12,12,2023,2,40
4,0,115,115,4,61,Not Fraud,27,12,2023,18,5
3,1,145,145,4,85,Not Fraud,13,1,2023,9,30
0,0,330,100,4,49,Fraud,28,1,2023,0,55
1,1,90,90,4,74,Not Fraud,16,2,2023,16,20
2,1,0,0,4,69,Not Fraud,3,3,2023,7,46
5,1,330,330,4,92,Not Fraud,18,3,2023,23,11
6,0,125,125,4,57,Not Fraud,6,4,2023,14,36
4,1,115,115,4,83,Not Fraud,6,7,2023,23,55
3,0,145,145,4,68,Not Fraud,10,5,2023,21,26
0,1,330,90,4,96,Fraud,26,5,2023,12,51
1,0,90,90,4,46,Not Fraud,14,6,2023,4,17
2,1,0,0,4,81,Not Fraud,29,6,2023,19,42
5,0,330,330,4,60,Not Fraud,18,7,2023,11,7
6,1,125,90,4,88,Fraud,2,8,2023,2,32
4,0,115,115,4,53,Not Fraud,21,8,2023,17,57
3,1,145,145,4,77,Not Fraud,5,9,2023,9,22
0,0,330,330,4,64,Not Fraud,24,9,2023,0,48
1,1,90,90,4,91,Not Fraud,9,10,2023,16,13
2,1,0,0,4,50,Not Fraud,28,10,2023,7,38
5,1,330,330,4,75,Not Fraud,12,11,2023,23,3
6,0,125,125,4,59,Not Fraud,1,12,2023,14,28
4,1,115,115,4,84,Not Fraud,16,12,2023,5,53
3,0,145,145,4,66,Not Fraud,3,1,2023,21,19
0,1,330,330,4,93,Not Fraud,22,1,2023,12,44
1,0,90,90,4,45,Not Fraud,6,2,2023,4,9
2,1,0,0,4,80,Not Fraud,25,2,2023,19,34
5,0,330,90,4,62,Fraud,12,3,2023,11,59
6,1,125,125,4,86,Not Fraud,27,3,2023,3,24
